"constructs1","constructs2","correlation"
"agroecol_perspective_13","agroecol_perspective_13",NA
"agroecol_perspective_13","agroecology_knowledge",NA
"agroecol_perspective_13","crop_type.cacao",NA
"agroecol_perspective_13","dfs_adoption_binary",NA
"agroecol_perspective_13","distance_main_road",NA
"agroecol_perspective_13","environmental_quality",NA
"agroecol_perspective_13","fair_price_crops",NA
"agroecol_perspective_13","household_shock_recover_capacity",NA
"agroecol_perspective_13","income_stability",NA
"agroecol_perspective_13","membership",NA
"agroecol_perspective_13","nearest_farmer_adopted",0.663450548673147
"agroecol_perspective_13","nr_management_opinion",NA
"agroecol_perspective_13","numHA_nhlabour_permanent_total",NA
"agroecol_perspective_13","num_info_exchange_extension",NA
"agroecol_perspective_13","num_info_exchange_farmers",NA
"agroecol_perspective_13","num_info_exchange_sources",NA
"agroecol_perspective_13","perceived_shock_market",NA
"agroecol_perspective_13","perceived_shock_soil_erosion",NA
"agroecol_perspective_13","perception_associations_effectiveness",NA
"agroecol_perspective_13","project_participation",NA
"agroecol_perspective_13","sfs_monoculture_perennial_area",0.186048014273243
"agroecol_perspective_13","soil_pH_mean",0.693261850282988
"agroecol_perspective_13","support_provider.cooperatives",NA
"agroecol_perspective_13","support_provider.ind_different_community",NA
"agroecol_perspective_13","training_participation",NA
"agroecol_perspective_13","years_farming_land",NA
"agroecol_perspective_13","yield_gap_median",NA
"income_stability","agroecol_perspective_13",0.621315006208768
"income_stability","agroecology_knowledge",NA
"income_stability","crop_type.cacao",NA
"income_stability","dfs_adoption_binary",NA
"income_stability","distance_main_road",NA
"income_stability","environmental_quality",NA
"income_stability","fair_price_crops",NA
"income_stability","household_shock_recover_capacity",NA
"income_stability","income_stability",NA
"income_stability","membership",NA
"income_stability","nearest_farmer_adopted",0.51057264330874
"income_stability","nr_management_opinion",NA
"income_stability","numHA_nhlabour_permanent_total",NA
"income_stability","num_info_exchange_extension",NA
"income_stability","num_info_exchange_farmers",NA
"income_stability","num_info_exchange_sources",NA
"income_stability","perceived_shock_market",NA
"income_stability","perceived_shock_soil_erosion",NA
"income_stability","perception_associations_effectiveness",NA
"income_stability","project_participation",NA
"income_stability","sfs_monoculture_perennial_area",0.277568752771758
"income_stability","soil_pH_mean",0.587876604785081
"income_stability","support_provider.cooperatives",NA
"income_stability","support_provider.ind_different_community",NA
"income_stability","training_participation",NA
"income_stability","years_farming_land",NA
"income_stability","yield_gap_median",NA
"years_farming_land","agroecol_perspective_13",0.455616471103541
"years_farming_land","agroecology_knowledge",NA
"years_farming_land","crop_type.cacao",NA
"years_farming_land","dfs_adoption_binary",NA
"years_farming_land","distance_main_road",NA
"years_farming_land","environmental_quality",NA
"years_farming_land","fair_price_crops",NA
"years_farming_land","household_shock_recover_capacity",NA
"years_farming_land","income_stability",0.407545094053687
"years_farming_land","membership",NA
"years_farming_land","nearest_farmer_adopted",0.360665696595472
"years_farming_land","nr_management_opinion",NA
"years_farming_land","numHA_nhlabour_permanent_total",NA
"years_farming_land","num_info_exchange_extension",NA
"years_farming_land","num_info_exchange_farmers",NA
"years_farming_land","num_info_exchange_sources",NA
"years_farming_land","perceived_shock_market",NA
"years_farming_land","perceived_shock_soil_erosion",NA
"years_farming_land","perception_associations_effectiveness",NA
"years_farming_land","project_participation",NA
"years_farming_land","sfs_monoculture_perennial_area",0.0230919848499688
"years_farming_land","soil_pH_mean",0.270697837495998
"years_farming_land","support_provider.cooperatives",NA
"years_farming_land","support_provider.ind_different_community",NA
"years_farming_land","training_participation",NA
"years_farming_land","years_farming_land",NA
"years_farming_land","yield_gap_median",NA
"num_info_exchange_extension","agroecol_perspective_13",0.550977582726003
"num_info_exchange_extension","agroecology_knowledge",NA
"num_info_exchange_extension","crop_type.cacao",NA
"num_info_exchange_extension","dfs_adoption_binary",NA
"num_info_exchange_extension","distance_main_road",NA
"num_info_exchange_extension","environmental_quality",NA
"num_info_exchange_extension","fair_price_crops",NA
"num_info_exchange_extension","household_shock_recover_capacity",NA
"num_info_exchange_extension","income_stability",0.334983936013429
"num_info_exchange_extension","membership",NA
"num_info_exchange_extension","nearest_farmer_adopted",0.409508462827127
"num_info_exchange_extension","nr_management_opinion",NA
"num_info_exchange_extension","numHA_nhlabour_permanent_total",NA
"num_info_exchange_extension","num_info_exchange_extension",NA
"num_info_exchange_extension","num_info_exchange_farmers",NA
"num_info_exchange_extension","num_info_exchange_sources",NA
"num_info_exchange_extension","perceived_shock_market",NA
"num_info_exchange_extension","perceived_shock_soil_erosion",NA
"num_info_exchange_extension","perception_associations_effectiveness",NA
"num_info_exchange_extension","project_participation",NA
"num_info_exchange_extension","sfs_monoculture_perennial_area",0.0117232789027557
"num_info_exchange_extension","soil_pH_mean",0.430507741046457
"num_info_exchange_extension","support_provider.cooperatives",NA
"num_info_exchange_extension","support_provider.ind_different_community",NA
"num_info_exchange_extension","training_participation",NA
"num_info_exchange_extension","years_farming_land",0.39301734996804
"num_info_exchange_extension","yield_gap_median",NA
"training_participation","agroecol_perspective_13",0.50937829063444
"training_participation","agroecology_knowledge",NA
"training_participation","crop_type.cacao",NA
"training_participation","dfs_adoption_binary",NA
"training_participation","distance_main_road",NA
"training_participation","environmental_quality",NA
"training_participation","fair_price_crops",NA
"training_participation","household_shock_recover_capacity",NA
"training_participation","income_stability",0.394584242406931
"training_participation","membership",NA
"training_participation","nearest_farmer_adopted",0.433079777648523
"training_participation","nr_management_opinion",NA
"training_participation","numHA_nhlabour_permanent_total",NA
"training_participation","num_info_exchange_extension",0.577816233594391
"training_participation","num_info_exchange_farmers",NA
"training_participation","num_info_exchange_sources",NA
"training_participation","perceived_shock_market",NA
"training_participation","perceived_shock_soil_erosion",NA
"training_participation","perception_associations_effectiveness",NA
"training_participation","project_participation",NA
"training_participation","sfs_monoculture_perennial_area",0.0962561231192284
"training_participation","soil_pH_mean",0.495224599889555
"training_participation","support_provider.cooperatives",NA
"training_participation","support_provider.ind_different_community",NA
"training_participation","training_participation",NA
"training_participation","years_farming_land",0.372706361108983
"training_participation","yield_gap_median",NA
"perception_associations_effectiveness","agroecol_perspective_13",0.685800003272941
"perception_associations_effectiveness","agroecology_knowledge",NA
"perception_associations_effectiveness","crop_type.cacao",NA
"perception_associations_effectiveness","dfs_adoption_binary",NA
"perception_associations_effectiveness","distance_main_road",NA
"perception_associations_effectiveness","environmental_quality",NA
"perception_associations_effectiveness","fair_price_crops",NA
"perception_associations_effectiveness","household_shock_recover_capacity",NA
"perception_associations_effectiveness","income_stability",0.517690673398906
"perception_associations_effectiveness","membership",NA
"perception_associations_effectiveness","nearest_farmer_adopted",0.515430440151392
"perception_associations_effectiveness","nr_management_opinion",NA
"perception_associations_effectiveness","numHA_nhlabour_permanent_total",NA
"perception_associations_effectiveness","num_info_exchange_extension",0.575824033217474
"perception_associations_effectiveness","num_info_exchange_farmers",NA
"perception_associations_effectiveness","num_info_exchange_sources",NA
"perception_associations_effectiveness","perceived_shock_market",NA
"perception_associations_effectiveness","perceived_shock_soil_erosion",NA
"perception_associations_effectiveness","perception_associations_effectiveness",NA
"perception_associations_effectiveness","project_participation",NA
"perception_associations_effectiveness","sfs_monoculture_perennial_area",0.163248399789153
"perception_associations_effectiveness","soil_pH_mean",0.664173401987824
"perception_associations_effectiveness","support_provider.cooperatives",NA
"perception_associations_effectiveness","support_provider.ind_different_community",NA
"perception_associations_effectiveness","training_participation",0.663452716493338
"perception_associations_effectiveness","years_farming_land",0.368146438697001
"perception_associations_effectiveness","yield_gap_median",NA
"support_provider.ind_different_community","agroecol_perspective_13",0.526052548438395
"support_provider.ind_different_community","agroecology_knowledge",NA
"support_provider.ind_different_community","crop_type.cacao",NA
"support_provider.ind_different_community","dfs_adoption_binary",NA
"support_provider.ind_different_community","distance_main_road",NA
"support_provider.ind_different_community","environmental_quality",NA
"support_provider.ind_different_community","fair_price_crops",NA
"support_provider.ind_different_community","household_shock_recover_capacity",NA
"support_provider.ind_different_community","income_stability",0.439154323533031
"support_provider.ind_different_community","membership",NA
"support_provider.ind_different_community","nearest_farmer_adopted",0.370560005022422
"support_provider.ind_different_community","nr_management_opinion",NA
"support_provider.ind_different_community","numHA_nhlabour_permanent_total",NA
"support_provider.ind_different_community","num_info_exchange_extension",0.408685800566085
"support_provider.ind_different_community","num_info_exchange_farmers",NA
"support_provider.ind_different_community","num_info_exchange_sources",NA
"support_provider.ind_different_community","perceived_shock_market",NA
"support_provider.ind_different_community","perceived_shock_soil_erosion",NA
"support_provider.ind_different_community","perception_associations_effectiveness",0.486227661616854
"support_provider.ind_different_community","project_participation",NA
"support_provider.ind_different_community","sfs_monoculture_perennial_area",0.230872249931985
"support_provider.ind_different_community","soil_pH_mean",0.504517436776943
"support_provider.ind_different_community","support_provider.cooperatives",NA
"support_provider.ind_different_community","support_provider.ind_different_community",NA
"support_provider.ind_different_community","training_participation",0.356423577690329
"support_provider.ind_different_community","years_farming_land",0.313861376496644
"support_provider.ind_different_community","yield_gap_median",NA
"support_provider.cooperatives","agroecol_perspective_13",0.72645120396238
"support_provider.cooperatives","agroecology_knowledge",NA
"support_provider.cooperatives","crop_type.cacao",NA
"support_provider.cooperatives","dfs_adoption_binary",NA
"support_provider.cooperatives","distance_main_road",NA
"support_provider.cooperatives","environmental_quality",NA
"support_provider.cooperatives","fair_price_crops",NA
"support_provider.cooperatives","household_shock_recover_capacity",NA
"support_provider.cooperatives","income_stability",0.477825557255049
"support_provider.cooperatives","membership",NA
"support_provider.cooperatives","nearest_farmer_adopted",0.536182988429308
"support_provider.cooperatives","nr_management_opinion",NA
"support_provider.cooperatives","numHA_nhlabour_permanent_total",NA
"support_provider.cooperatives","num_info_exchange_extension",0.605368049206985
"support_provider.cooperatives","num_info_exchange_farmers",NA
"support_provider.cooperatives","num_info_exchange_sources",NA
"support_provider.cooperatives","perceived_shock_market",NA
"support_provider.cooperatives","perceived_shock_soil_erosion",NA
"support_provider.cooperatives","perception_associations_effectiveness",0.756834713870615
"support_provider.cooperatives","project_participation",NA
"support_provider.cooperatives","sfs_monoculture_perennial_area",0.0708431628739498
"support_provider.cooperatives","soil_pH_mean",0.610000611495933
"support_provider.cooperatives","support_provider.cooperatives",NA
"support_provider.cooperatives","support_provider.ind_different_community",0.391261591031985
"support_provider.cooperatives","training_participation",0.733808104610941
"support_provider.cooperatives","years_farming_land",0.395547265573601
"support_provider.cooperatives","yield_gap_median",NA
"household_shock_recover_capacity","agroecol_perspective_13",0.717518506221222
"household_shock_recover_capacity","agroecology_knowledge",NA
"household_shock_recover_capacity","crop_type.cacao",NA
"household_shock_recover_capacity","dfs_adoption_binary",NA
"household_shock_recover_capacity","distance_main_road",NA
"household_shock_recover_capacity","environmental_quality",NA
"household_shock_recover_capacity","fair_price_crops",NA
"household_shock_recover_capacity","household_shock_recover_capacity",NA
"household_shock_recover_capacity","income_stability",0.750911332555671
"household_shock_recover_capacity","membership",NA
"household_shock_recover_capacity","nearest_farmer_adopted",0.662412075040706
"household_shock_recover_capacity","nr_management_opinion",NA
"household_shock_recover_capacity","numHA_nhlabour_permanent_total",NA
"household_shock_recover_capacity","num_info_exchange_extension",0.359191240700057
"household_shock_recover_capacity","num_info_exchange_farmers",NA
"household_shock_recover_capacity","num_info_exchange_sources",NA
"household_shock_recover_capacity","perceived_shock_market",NA
"household_shock_recover_capacity","perceived_shock_soil_erosion",NA
"household_shock_recover_capacity","perception_associations_effectiveness",0.552459889658547
"household_shock_recover_capacity","project_participation",NA
"household_shock_recover_capacity","sfs_monoculture_perennial_area",0.287081687106741
"household_shock_recover_capacity","soil_pH_mean",0.597013005881837
"household_shock_recover_capacity","support_provider.cooperatives",0.554187579354197
"household_shock_recover_capacity","support_provider.ind_different_community",0.525179883952184
"household_shock_recover_capacity","training_participation",0.41672523844493
"household_shock_recover_capacity","years_farming_land",0.541335234612924
"household_shock_recover_capacity","yield_gap_median",NA
"crop_type.cacao","agroecol_perspective_13",0.841366328894125
"crop_type.cacao","agroecology_knowledge",NA
"crop_type.cacao","crop_type.cacao",NA
"crop_type.cacao","dfs_adoption_binary",NA
"crop_type.cacao","distance_main_road",NA
"crop_type.cacao","environmental_quality",NA
"crop_type.cacao","fair_price_crops",NA
"crop_type.cacao","household_shock_recover_capacity",0.852388631868383
"crop_type.cacao","income_stability",0.769490969152638
"crop_type.cacao","membership",NA
"crop_type.cacao","nearest_farmer_adopted",0.686462059206595
"crop_type.cacao","nr_management_opinion",NA
"crop_type.cacao","numHA_nhlabour_permanent_total",NA
"crop_type.cacao","num_info_exchange_extension",0.48910810428212
"crop_type.cacao","num_info_exchange_farmers",NA
"crop_type.cacao","num_info_exchange_sources",NA
"crop_type.cacao","perceived_shock_market",NA
"crop_type.cacao","perceived_shock_soil_erosion",NA
"crop_type.cacao","perception_associations_effectiveness",0.741951148219313
"crop_type.cacao","project_participation",NA
"crop_type.cacao","sfs_monoculture_perennial_area",0.252778858222912
"crop_type.cacao","soil_pH_mean",0.746684079229822
"crop_type.cacao","support_provider.cooperatives",0.688241926021394
"crop_type.cacao","support_provider.ind_different_community",0.567076170093592
"crop_type.cacao","training_participation",0.524939914613826
"crop_type.cacao","years_farming_land",0.49246697006498
"crop_type.cacao","yield_gap_median",NA
"numHA_nhlabour_permanent_total","agroecol_perspective_13",0.200021890135922
"numHA_nhlabour_permanent_total","agroecology_knowledge",NA
"numHA_nhlabour_permanent_total","crop_type.cacao",0.289372202046454
"numHA_nhlabour_permanent_total","dfs_adoption_binary",NA
"numHA_nhlabour_permanent_total","distance_main_road",NA
"numHA_nhlabour_permanent_total","environmental_quality",NA
"numHA_nhlabour_permanent_total","fair_price_crops",NA
"numHA_nhlabour_permanent_total","household_shock_recover_capacity",0.172991827618276
"numHA_nhlabour_permanent_total","income_stability",0.172770013227627
"numHA_nhlabour_permanent_total","membership",NA
"numHA_nhlabour_permanent_total","nearest_farmer_adopted",0.135765405378645
"numHA_nhlabour_permanent_total","nr_management_opinion",NA
"numHA_nhlabour_permanent_total","numHA_nhlabour_permanent_total",NA
"numHA_nhlabour_permanent_total","num_info_exchange_extension",0.110975312687723
"numHA_nhlabour_permanent_total","num_info_exchange_farmers",NA
"numHA_nhlabour_permanent_total","num_info_exchange_sources",NA
"numHA_nhlabour_permanent_total","perceived_shock_market",NA
"numHA_nhlabour_permanent_total","perceived_shock_soil_erosion",NA
"numHA_nhlabour_permanent_total","perception_associations_effectiveness",0.202408713404203
"numHA_nhlabour_permanent_total","project_participation",NA
"numHA_nhlabour_permanent_total","sfs_monoculture_perennial_area",0.199993847972849
"numHA_nhlabour_permanent_total","soil_pH_mean",0.200341696546725
"numHA_nhlabour_permanent_total","support_provider.cooperatives",0.145463832072218
"numHA_nhlabour_permanent_total","support_provider.ind_different_community",0.194073175255318
"numHA_nhlabour_permanent_total","training_participation",0.130436505509583
"numHA_nhlabour_permanent_total","years_farming_land",0.134239202290769
"numHA_nhlabour_permanent_total","yield_gap_median",NA
"num_info_exchange_sources","agroecol_perspective_13",0.303345625596289
"num_info_exchange_sources","agroecology_knowledge",NA
"num_info_exchange_sources","crop_type.cacao",0.214055090231716
"num_info_exchange_sources","dfs_adoption_binary",NA
"num_info_exchange_sources","distance_main_road",NA
"num_info_exchange_sources","environmental_quality",NA
"num_info_exchange_sources","fair_price_crops",NA
"num_info_exchange_sources","household_shock_recover_capacity",0.167928428651871
"num_info_exchange_sources","income_stability",0.136980454287801
"num_info_exchange_sources","membership",NA
"num_info_exchange_sources","nearest_farmer_adopted",0.301219760858691
"num_info_exchange_sources","nr_management_opinion",NA
"num_info_exchange_sources","numHA_nhlabour_permanent_total",0.0280457953686566
"num_info_exchange_sources","num_info_exchange_extension",0.532292584682804
"num_info_exchange_sources","num_info_exchange_farmers",NA
"num_info_exchange_sources","num_info_exchange_sources",NA
"num_info_exchange_sources","perceived_shock_market",NA
"num_info_exchange_sources","perceived_shock_soil_erosion",NA
"num_info_exchange_sources","perception_associations_effectiveness",0.426633492733232
"num_info_exchange_sources","project_participation",NA
"num_info_exchange_sources","sfs_monoculture_perennial_area",0.0258086941801548
"num_info_exchange_sources","soil_pH_mean",0.221459660852189
"num_info_exchange_sources","support_provider.cooperatives",0.349252764408493
"num_info_exchange_sources","support_provider.ind_different_community",0.220071058561815
"num_info_exchange_sources","training_participation",0.496511793394347
"num_info_exchange_sources","years_farming_land",0.326049356059481
"num_info_exchange_sources","yield_gap_median",NA
"distance_main_road","agroecol_perspective_13",0.56237981499312
"distance_main_road","agroecology_knowledge",NA
"distance_main_road","crop_type.cacao",0.65764216513554
"distance_main_road","dfs_adoption_binary",NA
"distance_main_road","distance_main_road",NA
"distance_main_road","environmental_quality",NA
"distance_main_road","fair_price_crops",NA
"distance_main_road","household_shock_recover_capacity",0.561344461298931
"distance_main_road","income_stability",0.515295795452444
"distance_main_road","membership",NA
"distance_main_road","nearest_farmer_adopted",0.447672866357488
"distance_main_road","nr_management_opinion",NA
"distance_main_road","numHA_nhlabour_permanent_total",0.185017794655929
"distance_main_road","num_info_exchange_extension",0.411111551079113
"distance_main_road","num_info_exchange_farmers",NA
"distance_main_road","num_info_exchange_sources",0.237721414598876
"distance_main_road","perceived_shock_market",NA
"distance_main_road","perceived_shock_soil_erosion",NA
"distance_main_road","perception_associations_effectiveness",0.54805260946939
"distance_main_road","project_participation",NA
"distance_main_road","sfs_monoculture_perennial_area",0.251033157101541
"distance_main_road","soil_pH_mean",0.565558976794907
"distance_main_road","support_provider.cooperatives",0.537336784328253
"distance_main_road","support_provider.ind_different_community",0.352347208269391
"distance_main_road","training_participation",0.436229961959405
"distance_main_road","years_farming_land",0.313698660630158
"distance_main_road","yield_gap_median",NA
"membership","agroecol_perspective_13",0.0618391247683356
"membership","agroecology_knowledge",NA
"membership","crop_type.cacao",0.0473506376645994
"membership","dfs_adoption_binary",NA
"membership","distance_main_road",0.0586327423171009
"membership","environmental_quality",NA
"membership","fair_price_crops",NA
"membership","household_shock_recover_capacity",0.158372106302645
"membership","income_stability",0.266007243990239
"membership","membership",NA
"membership","nearest_farmer_adopted",0.0687523751468291
"membership","nr_management_opinion",NA
"membership","numHA_nhlabour_permanent_total",0.00177071255481411
"membership","num_info_exchange_extension",0.26871028897391
"membership","num_info_exchange_farmers",NA
"membership","num_info_exchange_sources",0.273654394659581
"membership","perceived_shock_market",NA
"membership","perceived_shock_soil_erosion",NA
"membership","perception_associations_effectiveness",0.256135158376549
"membership","project_participation",NA
"membership","sfs_monoculture_perennial_area",0.157564830023003
"membership","soil_pH_mean",0.0651193766949573
"membership","support_provider.cooperatives",0.397981836789218
"membership","support_provider.ind_different_community",0.185569340491196
"membership","training_participation",0.340977134992931
"membership","years_farming_land",0.0759884558093164
"membership","yield_gap_median",NA
"project_participation","agroecol_perspective_13",0.405097762866411
"project_participation","agroecology_knowledge",NA
"project_participation","crop_type.cacao",0.334930148859698
"project_participation","dfs_adoption_binary",NA
"project_participation","distance_main_road",0.227653509198964
"project_participation","environmental_quality",NA
"project_participation","fair_price_crops",NA
"project_participation","household_shock_recover_capacity",0.302219875913565
"project_participation","income_stability",0.237651474939349
"project_participation","membership",0.20536481273901
"project_participation","nearest_farmer_adopted",0.393737803845444
"project_participation","nr_management_opinion",NA
"project_participation","numHA_nhlabour_permanent_total",0.114246133861506
"project_participation","num_info_exchange_extension",0.402964672199424
"project_participation","num_info_exchange_farmers",NA
"project_participation","num_info_exchange_sources",0.382269271465283
"project_participation","perceived_shock_market",NA
"project_participation","perceived_shock_soil_erosion",NA
"project_participation","perception_associations_effectiveness",0.476756159079837
"project_participation","project_participation",NA
"project_participation","sfs_monoculture_perennial_area",0.108376734810164
"project_participation","soil_pH_mean",0.317275349931772
"project_participation","support_provider.cooperatives",0.441960320867023
"project_participation","support_provider.ind_different_community",0.23480274640653
"project_participation","training_participation",0.488919114521003
"project_participation","years_farming_land",0.319376565753431
"project_participation","yield_gap_median",NA
"yield_gap_median","agroecol_perspective_13",0.250169429825017
"yield_gap_median","agroecology_knowledge",NA
"yield_gap_median","crop_type.cacao",0.335033533935962
"yield_gap_median","dfs_adoption_binary",NA
"yield_gap_median","distance_main_road",0.300336345280262
"yield_gap_median","environmental_quality",NA
"yield_gap_median","fair_price_crops",NA
"yield_gap_median","household_shock_recover_capacity",0.140326049674201
"yield_gap_median","income_stability",0.292642709377158
"yield_gap_median","membership",0.0146530982759916
"yield_gap_median","nearest_farmer_adopted",0.125953559183149
"yield_gap_median","nr_management_opinion",NA
"yield_gap_median","numHA_nhlabour_permanent_total",0.17935630024012
"yield_gap_median","num_info_exchange_extension",0.184708076254895
"yield_gap_median","num_info_exchange_farmers",NA
"yield_gap_median","num_info_exchange_sources",0.0525697559241472
"yield_gap_median","perceived_shock_market",NA
"yield_gap_median","perceived_shock_soil_erosion",NA
"yield_gap_median","perception_associations_effectiveness",0.245442517638763
"yield_gap_median","project_participation",0.0372438161499448
"yield_gap_median","sfs_monoculture_perennial_area",0.0791967555828554
"yield_gap_median","soil_pH_mean",0.34397063911757
"yield_gap_median","support_provider.cooperatives",0.203213171062603
"yield_gap_median","support_provider.ind_different_community",0.196437051638569
"yield_gap_median","training_participation",0.203808385401713
"yield_gap_median","years_farming_land",0.0401795951343321
"yield_gap_median","yield_gap_median",NA
"agroecology_knowledge","agroecol_perspective_13",0.102466305225999
"agroecology_knowledge","agroecology_knowledge",NA
"agroecology_knowledge","crop_type.cacao",0.138271833082914
"agroecology_knowledge","dfs_adoption_binary",NA
"agroecology_knowledge","distance_main_road",0.0305958063188811
"agroecology_knowledge","environmental_quality",NA
"agroecology_knowledge","fair_price_crops",NA
"agroecology_knowledge","household_shock_recover_capacity",0.144421168559729
"agroecology_knowledge","income_stability",0.201612166944571
"agroecology_knowledge","membership",0.353752950156056
"agroecology_knowledge","nearest_farmer_adopted",0.0295977334395947
"agroecology_knowledge","nr_management_opinion",NA
"agroecology_knowledge","numHA_nhlabour_permanent_total",0.174267940890767
"agroecology_knowledge","num_info_exchange_extension",0.210930664900609
"agroecology_knowledge","num_info_exchange_farmers",NA
"agroecology_knowledge","num_info_exchange_sources",0.291407522836325
"agroecology_knowledge","perceived_shock_market",NA
"agroecology_knowledge","perceived_shock_soil_erosion",NA
"agroecology_knowledge","perception_associations_effectiveness",0.184279453233447
"agroecology_knowledge","project_participation",0.305710823121727
"agroecology_knowledge","sfs_monoculture_perennial_area",0.0869233440128917
"agroecology_knowledge","soil_pH_mean",0.0546694090678845
"agroecology_knowledge","support_provider.cooperatives",0.232735518449804
"agroecology_knowledge","support_provider.ind_different_community",0.0062347686219762
"agroecology_knowledge","training_participation",0.323999949414911
"agroecology_knowledge","years_farming_land",0.0895878174445169
"agroecology_knowledge","yield_gap_median",0.0368701625959239
"perceived_shock_market","agroecol_perspective_13",0.389727878276176
"perceived_shock_market","agroecology_knowledge",0.138814386920008
"perceived_shock_market","crop_type.cacao",0.407722535847194
"perceived_shock_market","dfs_adoption_binary",NA
"perceived_shock_market","distance_main_road",0.30475748662028
"perceived_shock_market","environmental_quality",NA
"perceived_shock_market","fair_price_crops",NA
"perceived_shock_market","household_shock_recover_capacity",0.395356594334537
"perceived_shock_market","income_stability",0.35079523256048
"perceived_shock_market","membership",0.152938071018804
"perceived_shock_market","nearest_farmer_adopted",0.358710326975344
"perceived_shock_market","nr_management_opinion",NA
"perceived_shock_market","numHA_nhlabour_permanent_total",0.00304109735038755
"perceived_shock_market","num_info_exchange_extension",0.286239369744927
"perceived_shock_market","num_info_exchange_farmers",NA
"perceived_shock_market","num_info_exchange_sources",0.0104987646493489
"perceived_shock_market","perceived_shock_market",NA
