"target","access_diversified_food","access_free_school_meals_perweek","access_healthy_food","access_info_exchange","access_info_exchange_government","access_machinery","access_mobile_phone","access_seasonal_food","access_traditional_food","access_water_harvest_system","accessibility_basic_services","accessibility_drinking_water","accessibility_electrical_energy","accessibility_internet","accessibility_phone_reception","accessibility_piped_sewer","accessibility_sanitation","accessibility_waste_collection","agroecol_perspective_1","agroecol_perspective_10","agroecol_perspective_11","agroecol_perspective_12","agroecol_perspective_13","agroecol_perspective_2","agroecol_perspective_3","agroecol_perspective_4","agroecol_perspective_5","agroecol_perspective_6","agroecol_perspective_7","agroecol_perspective_8","agroecol_perspective_9","agroecology_knowledge","credit_access","credit_access_constraint","credit_payment_hability","diversity_mammals","diversity_pest_enemies","diversity_pests","diversity_pollinators","diversity_trees","drought_experience","education_level_female_finished","education_level_finished","education_level_household_finished","education_level_male_finished","energy_cooking_type","energy_source","energy_tillage_haverst_type","energy_type","fair_price_crops","fair_price_livestock","farm_products.Livestock","farmer_agency_1","farmer_agency_1_3","farmer_agency_3","farmer_agency_5","farmer_agency_7","financial_deficit","flood_experience","full_time_farmer","gender","high_cost_roof_material","high_cost_walls_material","hlabour","household_held_debt","household_shock_recover_capacity","household_shock_strategy_absorptive","household_shock_strategy_adaptive","human_wellbeing_1","human_wellbeing_10","human_wellbeing_11","human_wellbeing_12","human_wellbeing_2","human_wellbeing_3","human_wellbeing_4","human_wellbeing_5","human_wellbeing_6","human_wellbeing_7","human_wellbeing_8","human_wellbeing_9","income_sources.casual_labour","income_sources.livestock","income_spend_on_food_percentage","income_stability","income_sufficiency","livestock_exotic_local","main_crops_annual","main_crops_herb","main_crops_shrub","mean_transport","membership","nearest_farmer_adopted","nr_management_opinion","participation_nr_frequency","perceived_shock_market","perceived_shock_pest","perception_associations_effectiveness","pest_management_chemical","pest_management_ecol_practices.cultural_control","pest_management_ecol_practices.resistant_varieties","project_participation","rainfall_amount_change_perception","rainfall_timing_change_perception.startearlier","rainfall_timing_change_perception.startlater","rainfall_timing_change_perception.stopearlier","rainfall_timing_change_perception.stoplater","rainfall_timing_change_perception.unpredictable","sales_channel_crops.cooperative","sales_channel_crops.direct_to_consumer","sales_channel_crops.middle_man.aggregator","sales_channel_crops.retailers","seeds_certified_local","sfs_monoculture_perennial_adoption","soil_erosion_perception","soil_fertility_management_chemical","soil_fertility_management_organic","soil_fertility_perception","soil_slope_perception","support_provider.community_leaders","support_provider.ind_different_community","support_provider.ind_own_community","support_provider.shops","support_provider_community","support_provider_cooperative_organizations","support_provider_financial_institution","support_provider_governmental_institution","training_participation","use_percentage_crops_sales","use_percentage_livestock_sales","vegetation_cover_total","vegetation_diversity_bushland","vegetation_diversity_forest","vegetation_diversity_wetland","vegetation_diversity_woodlots","farm_elevation","soil_depth","soil_MO_percentage_mean","soil_pH_mean","num_crops_grown","labour_productivity","num_pest_management_ecol_practices","num_soil_fertility_ecol_practices","sfs_monoculture_annual_area","sfs_monoculture_perennial_area","yield_gap_median","num_farm_products","nearest_distance_dfs_km","assets_count","livestock_count_tlu","income_amount_nonfarm","income_amount_onfarm","num_income_sources","num_children","num_people","num_adults_total","age","num_occupation_secondary_list","num_hlabour_seasonal_total","num_nhlabour_permanent_total","num_nhlabour_seasonal_total","farm_size","livestockland_area","months_count_water_accessibility_difficulty_drought_year","months_count_water_accessibility_difficulty_flood_year","months_count_water_accessibility_difficulty_normal_year","years_farming_land","num_info_exchange_extension","num_info_exchange_researchers","num_info_exchange_sources","land_tenure_own_area","male_land_tenure_own_proportion","male_land_tenure_hold_proportion","num_sales_channel_crops","num_sales_channel_livestock","num_info_exchange_consumers","num_info_exchange_traders","num_info_exchange_ngo","num_info_exchange_farmers","distance_crop_market","distance_closest_farmland","distance_hospital","distance_livestock_market","distance_main_road","distance_primary_school","num_membership","support_provider_count","years_in_community","perceived_shock_count","household_shock_strategy_count","crop_type.cacao","crop_type.camucamu","crop_type.frutales","district.dist_4","marital_status.1","marital_status.2","marital_status.3","marital_status.5","read_write.3","year_assessment.2023"
"0",4,2,4,2,1,1,2,5,5,1,3,2,2,1,2,1,2,2,2,4,4,5,2,2,5,4,6,4,6,4,4,2,2,1,3,3,4,3,4,1,2,3,3,3,1,3,2,3,4,3,7,2,6,4,1,5,6,2,2,1,1,2,1,2,2,3,2,2,4,5,5,4,5,5,4,4,4,3,3,5,1,1,2,4,3,4,2,2,2,2,2,1,2,5,2,2,4,1,2,1,1,3,1,1,1,1,2,1,2,2,1,2,2,3,1,1,1,2,2,2,2,1,2,2,2,1,1,3,1,1,1,1,1,1,-0.617188775850848,0.400027941266736,0.910599548877114,-0.383753946724008,0.150311763613429,0.166020150812161,-0.3125298898749,-0.115953102378589,0.237103744651829,-0.26878055049532,0.506530216159428,0.419990983562098,-0.164102913183042,-0.456891774231295,-0.0855511753730859,1.34901892105136,-0.409482881130724,1.06918780778028,0.50669259449996,-0.0261380402572023,-0.684413513427574,-0.300909489477811,2.9696679914865,0.129757521232421,0.730210196100721,-0.316912240962097,-0.16814458232374,-0.109940460032105,-0.97760048405487,-0.289163898892986,-0.838893552155865,0.385024285746372,-0.335577201357503,0.467558286778105,-0.0370439098489312,-0.229396615190391,-0.767902239763012,-0.142017319080875,0.528550804357982,-0.252944393963753,-0.285428695535483,0.915333969863454,-0.144216833217477,-0.223793684957703,-0.0188351512904572,-0.146182894056568,0.541535378568712,0.552725890641077,-0.301460272393435,-0.233637606907806,2.06187929517409,1.30042552210124,0.278781359718233,0.84744247954506,1.80850781308948,0,1,0,0,0,1,0,0,1,1
"0",3,1,4,2,1,1,1,4,2,1,3,2,2,1,2,1,1,1,3,3,3,4,5,2,4,4,6,4,6,3,3,1,1,1,1,2,2,3,3,3,2,2,1,2,2,1,1,3,1,4,2,2,3,3,5,5,6,1,1,1,1,2,2,2,1,3,1,2,5,4,4,4,5,5,3,3,4,2,3,4,1,2,4,3,5,4,1,1,1,2,1,1,2,4,2,1,1,1,2,1,1,1,2,1,1,2,2,1,1,2,1,3,2,1,2,1,2,1,2,1,2,2,2,1,1,1,1,4,3,2,1,1,3,1,0.51635189882536,1.06123114997209,-0.585483094804038,-0.099341281073608,-0.00874830370236885,-0.073477617529166,-0.3125298898749,-0.115953102378589,-0.296401021005413,0.417774422140079,0.346405255473636,0.419990983562098,-0.131333758661621,0.620683164993458,-0.0649227220113208,-0.146028784654854,-0.15250146601254,0.331816905862847,-0.168897531499987,-0.30127530612249,-0.25531413196828,-0.079652511920597,0.837051839611096,0.223784710531276,-0.0344078102874685,0.198392215886841,-0.0712126555421833,0.039369233421336,0.0811726033691769,-0.289163898892986,0.399325713018843,-0.291049964905729,0.163422354564434,-0.390346826576216,-0.0370439098489312,0.00562752240577488,0.471255751858316,-0.142017319080875,-0.330881397850119,1.35305175818706,-0.285428695535483,-0.224085909634621,-0.144216833217477,0.106529097267689,-0.192431015718633,-0.294511251859934,-0.433094932391365,0.266339418806322,-0.268984078222314,-0.182938668699964,-0.705743919824688,0.128870997685708,-0.434011889561341,-0.16141761515144,0.17184915870986,0,0,1,0,0,0,1,0,0,1
"0",4,2,3,2,1,1,2,5,5,1,3,2,2,1,2,1,2,2,3,4,3,5,5,3,5,4,6,3,5,3,4,2,2,1,6,3,4,3,3,1,2,3,1,3,3,2,2,2,2,3,7,2,6,4,5,6,5,1,2,1,1,2,1,2,1,3,1,1,5,5,5,4,5,4,4,4,4,3,3,5,1,1,1,3,3,4,2,2,2,1,2,1,2,5,1,2,3,1,2,1,1,1,1,2,1,1,1,1,2,1,1,3,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,4,1,1,1,1,1,1,-0.529809926772548,-0.261175267438613,-0.167223430979198,0.0225498613479942,-0.00874830370236885,1.22388988234037,-0.3125298898749,-0.115953102378589,0.0592688227660819,-0.383206379267887,0.632650671730182,0.419990983562098,-0.159883138091894,-0.456891774231295,-0.0578094622314018,1.05000937991012,-0.418715746344551,0.331816905862847,0.168897531499987,0.524136491473374,0.602884630950308,0.399737606120034,0.837051839611096,-0.0582968573652904,-0.0344078102874685,0.713696672735779,-0.200455224584258,-0.109940460032105,-0.624676121580187,0.307050325628635,-0.219783919568511,-0.223442539840519,-0.335577201357503,0.467558286778105,0.352891983297712,-0.307737994389114,-0.767902239763012,-0.142017319080875,-0.330881397850119,-0.252944393963753,1.30618113087056,0.535527343364095,-0.144216833217477,-0.223793684957703,0.501952441994072,-0.146182894056568,1.05449870012665,0.552725890641077,-0.301460272393435,-0.242087429942447,1.13933822350783,-0.652165351924645,0.278781359718233,0.34301243219681,-0.373703726083346,0,1,0,0,0,1,0,0,1,1
"1",2,2,4,2,2,1,2,3,4,2,2,1,1,1,2,1,1,1,3,3,3,5,4,3,5,4,6,4,6,4,4,3,1,1,1,2,3,2,3,3,2,3,3,3,3,2,2,3,2,4,3,2,5,3,4,4,5,1,1,2,2,2,1,2,1,3,1,2,4,4,4,4,5,4,4,4,4,3,3,4,1,2,2,4,4,4,2,2,1,2,2,1,1,5,2,1,5,1,2,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,4,3,5,1,3,1,4,0.897599047881398,0.400027941266736,-0.53722236436271,-0.322808375513208,0.786552032876622,0.156016654532934,1.52588122703628,4.30130794061527,-0.296401021005413,-0.26878055049532,0.36949549039505,0.419990983562098,-0.0429519744743267,-0.0258617985413941,-0.0478508985395152,-0.146028784654854,-0.303304931171714,0.331816905862847,0.50669259449996,0.248999225608086,-0.25531413196828,0.694746909529653,-0.229256236326606,-0.0582968573652904,1.11251919929482,-0.316912240962097,-0.14660415415006,-0.0352856133053844,-0.624676121580187,-0.289163898892986,-0.219783919568511,0.385024285746372,0.662421910486371,1.32546340013243,1.91263555588428,-0.17716902905791,0.471255751858316,-0.142017319080875,0.528550804357982,0.550053682111654,0.351215235026933,0.155720716864737,2.74011983113206,0.271690488380385,-0.36602688014681,-0.278618927809574,0.199559830863422,-0.592819996697942,-0.139079301537828,0.171953898754932,0.6780676876747,-0.261647177119468,-0.11721488988153,-0.16141761515144,1.26295492829627,0,0,1,0,0,1,0,0,1,1
"0",2,2,4,2,1,1,2,3,5,1,3,2,2,1,2,2,2,1,3,3,3,4,5,3,2,4,5,3,5,3,3,3,2,1,5,2,4,2,3,3,1,3,3,3,3,2,2,2,2,3,4,2,5,3,5,5,5,2,1,2,1,2,1,2,2,4,1,2,4,4,4,4,5,4,3,4,3,3,3,4,1,2,1,4,3,4,2,1,2,2,2,2,2,2,2,1,3,1,2,2,2,1,1,1,1,1,2,2,2,1,1,4,2,1,1,1,3,2,1,1,1,1,1,1,2,1,2,3,5,5,3,2,1,1,0.809843720380725,-0.261175267438613,-0.826786747010675,-0.261862804302406,0.786552032876622,0.0264713777169502,0.606675668580689,2.09267741911834,0.237103744651829,-0.44041929365417,0.376625965362405,0.419990983562098,-0.232158702840577,-0.241376786386345,-0.0599434401653775,-0.146028784654854,-0.354855095282247,0.331816905862847,0.168897531499987,-0.0261380402572023,-0.25531413196828,-0.374661815330216,-0.229256236326606,0.505866278427843,-0.0344078102874685,-0.316912240962097,-0.135833940063221,-0.0352856133053844,-0.97760048405487,-0.289163898892986,1.0184353456062,-0.83190936542741,-0.335577201357503,-0.390346826576216,0.352891983297712,-0.151055235991669,-0.148323243952348,-0.142017319080875,0.528550804357982,0.550053682111654,0.139000591506127,0.345624030114416,2.16325249826216,-0.223793684957703,0.328356577565895,-0.19915730755777,0.199559830863422,-0.0200470530284328,-0.294965033559211,-0.233637606907806,0.216797151841571,-0.652165351924645,-0.11721488988153,0.34301243219681,1.26295492829627,0,0,1,0,0,0,1,0,1,1
"0",4,2,4,2,1,1,2,4,5,1,3,2,2,1,2,1,2,2,3,3,3,4,5,3,5,4,5,3,5,3,3,2,2,1,2,2,3,3,4,1,2,2,2,3,3,2,2,3,2,2,7,1,4,3,4,4,5,1,2,1,2,2,1,1,2,3,1,1,4,4,4,4,4,4,3,3,3,2,3,4,1,1,1,2,3,1,1,2,2,2,2,1,2,5,1,2,2,1,2,1,1,3,1,2,1,1,1,1,2,1,1,3,2,2,1,1,2,1,1,2,2,1,2,1,2,1,1,4,1,1,1,1,1,1,-0.435457263108392,-0.261175267438613,0.106254041521654,-0.139971661880804,-0.167808371018167,-0.205359648554126,-0.3125298898749,-0.115953102378589,0.0592688227660819,-0.211567636109037,0.722182335794696,-0.493032893746811,-0.179276703468274,-0.241376786386345,-0.0933757611309968,-0.146028784654854,-0.285762487265442,0.331816905862847,0.50669259449996,0.799273757338662,0.602884630950308,-0.300909489477811,0.837051839611096,-0.434405614560713,0.347901192906626,-0.316912240962097,-0.16814458232374,-0.109940460032105,-0.271751759105505,0.307050325628635,-0.219783919568511,-0.0206202646448891,-0.335577201357503,0.467558286778105,0.352891983297712,-0.229396615190391,0.471255751858316,-0.142017319080875,-0.330881397850119,-0.252944393963753,1.30618113087056,-0.0341825963849422,-0.144216833217477,-0.223793684957703,-0.0188351512904572,-0.299808693210055,0.541535378568712,0.552725890641077,-0.291717414142099,-0.233637606907806,-0.244473383991558,0.128870997685708,-0.830008139161104,-0.16141761515144,-0.373703726083346,0,1,0,0,0,1,0,0,1,1
"0",4,1,4,1,1,1,1,4,2,1,3,2,2,1,2,2,2,1,2,2,4,4,5,2,2,3,5,4,6,3,4,1,1,1,1,1,3,2,2,3,2,1,2,2,1,1,1,3,1,2,1,2,4,3,4,6,5,2,1,2,2,2,2,2,1,3,1,2,3,4,2,3,4,4,3,3,3,2,3,4,1,2,3,5,3,4,1,1,1,2,2,1,2,5,2,2,1,1,2,1,1,1,2,1,2,1,2,1,1,2,1,4,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,4,2,1,1,1,1,1,0.449912421048548,0.400027941266736,-0.392440173038728,-0.647851421970817,-0.326868438333965,-0.480192546330772,-0.3125298898749,-0.115953102378589,-0.296401021005413,-0.211567636109037,-0.0217708040968202,0.419990983562098,-0.228146327858101,-0.0258617985413941,2.0583853222945,-0.146028784654854,-0.129419302977973,0.331816905862847,-0.50669259449996,-0.576412571987778,-0.25531413196828,0.65787074660345,-0.229256236326606,-0.340378425261857,-0.416716813481563,-0.316912240962097,0.165732054368288,2.35366948194967,0.0811726033691769,-0.289163898892986,-0.219783919568511,-0.7643019403622,-0.335577201357503,-0.390346826576216,-0.816915696142218,0.58013096986307,0.471255751858316,-0.142017319080875,-0.330881397850119,0.550053682111654,-0.285428695535483,-0.224085909634621,-0.144216833217477,-0.223793684957703,-0.36602688014681,-0.289213810509814,-0.450193709776629,0.123146182888945,-0.301460272393435,-0.166039022630683,-0.244473383991558,-0.261647177119468,-0.354812639641388,0.84744247954506,0.17184915870986,0,0,1,0,0,0,1,0,1,1
"1",3,1,3,2,2,2,2,3,3,1,3,2,2,1,2,2,3,2,3,3,3,5,2,3,3,4,5,3,5,3,3,2,2,1,5,2,3,2,3,3,2,1,2,2,2,1,1,1,1,6,7,1,6,4,5,4,4,2,2,2,2,2,2,2,2,2,2,1,5,3,3,4,6,5,4,4,3,3,4,5,1,1,3,3,4,1,1,2,2,1,2,2,3,1,1,2,5,1,2,1,2,3,1,1,1,1,2,2,1,1,1,4,2,1,1,2,2,3,2,1,2,1,2,2,1,1,2,4,1,5,4,3,1,4,0.0963274722649391,0.400027941266736,-0.00635432950810838,0.144441003769596,2.05903257140301,-0.379561157979095,-0.3125298898749,-0.115953102378589,-0.296401021005413,0.0744969358223795,-0.0661152246911212,-0.493032893746811,-0.25236337685869,-0.241376786386345,-0.0933757611309968,-0.146028784654854,-0.129419302977973,-0.405553996054591,-0.50669259449996,-0.576412571987778,-0.25531413196828,0.436613769046236,-0.229256236326606,0.0357303319335651,-0.416716813481563,-0.316912240962097,0.144191626194608,-0.109940460032105,0.434096965843859,-0.289163898892986,-0.219783919568511,0.723061411072422,0.662421910486371,0.467558286778105,1.52269966273764,0.527903383730589,-0.148323243952348,-0.142017319080875,-0.330881397850119,-0.252944393963753,-0.17932137377508,-0.224085909634621,0.432650499652431,3.07943413729622,-1.00833157853106,1.2841262704759,-0.450193709776629,-0.879206468532697,-0.285222175307874,-0.166039022630683,0.6780676876747,0.128870997685708,0.476779484518115,1.35187252689331,0.17184915870986,1,0,0,0,0,1,0,0,1,1
"1",2,2,2,2,1,1,2,3,5,1,3,2,2,1,2,2,3,2,3,4,3,5,3,2,2,3,6,4,5,3,3,1,1,1,1,2,3,2,2,2,2,3,1,3,3,1,1,1,1,5,7,1,6,3,4,4,4,1,1,2,2,2,2,1,1,2,1,1,5,5,2,4,6,5,4,3,3,2,3,5,1,1,3,2,4,1,1,2,1,2,2,2,2,3,1,2,5,1,2,1,2,1,1,1,1,1,2,2,1,1,1,4,2,1,1,2,2,3,2,1,2,2,2,2,1,1,2,4,1,2,1,1,1,1,-0.222460113765084,-0.261175267438613,0.0579933110803267,0.71326633507041,0.150311763613429,-0.246624070705935,-0.3125298898749,-0.115953102378589,-0.296401021005413,-0.26878055049532,-0.479565433715205,-0.493032893746811,-0.25236337685869,-0.0258617985413941,-0.0933757611309968,0.975256994624806,0.0244617839191435,0.331816905862847,-0.168897531499987,-0.0261380402572023,0.173785249491014,-0.227157163625406,-0.229256236326606,-0.434405614560713,-0.416716813481563,0.713696672735779,-0.178914796410579,-0.109940460032105,0.434096965843859,-0.289163898892986,-0.219783919568511,0.046987160420321,0.163422354564434,-0.390346826576216,-0.0370439098489312,-0.412193166654076,-0.767902239763012,1.75154693533079,-0.330881397850119,-0.252944393963753,-0.285428695535483,-0.224085909634621,1.58638516539225,-0.223793684957703,-0.921533646316973,1.81387040548792,-0.467292487161894,-0.965122410083123,-0.288469794724987,-0.208288137803885,-0.244473383991558,0.519389172490885,0.278781359718233,0.84744247954506,-0.373703726083346,1,0,0,0,0,1,0,0,1,1
"0",4,2,2,1,1,1,1,3,5,1,3,2,2,1,2,2,2,1,3,3,3,4,5,3,3,4,5,3,5,3,2,1,2,1,6,2,3,3,3,3,2,4,4,4,2,1,1,3,1,4,7,2,5,3,5,5,6,1,1,1,1,2,2,2,1,3,1,2,5,5,4,3,5,5,4,4,3,3,3,5,1,1,3,4,2,4,1,1,2,2,2,1,3,5,2,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,4,2,1,2,1,2,1,2,2,2,2,2,1,2,1,1,3,1,3,1,1,2,1,0.562085063371676,0.400027941266736,-0.37635326289162,-0.729112183585216,0.627491965560824,0.132258350869771,-0.3125298898749,-0.115953102378589,0.592773588423324,0.0172840214360962,0.266404382716505,0.419990983562098,-0.204541922701694,-0.0258617985413941,-0.0578094622314018,-0.0712763993695437,0.486105044610491,0.331816905862847,0.168897531499987,-0.0261380402572023,-0.25531413196828,-0.706547281666037,0.837051839611096,-0.434405614560713,-0.0344078102874685,-0.316912240962097,-0.0927530837158625,-0.0352856133053844,-0.97760048405487,-0.289163898892986,-0.838893552155865,-0.7643019403622,-0.335577201357503,-0.390346826576216,-0.816915696142218,-0.151055235991669,-0.148323243952348,-0.142017319080875,-0.330881397850119,-0.252944393963753,-0.285428695535483,-0.224085909634621,-0.144216833217477,-0.223793684957703,1.0227400352786,0.48951006795786,-0.467292487161894,0.123146182888945,-0.298212652976323,-0.208288137803885,0.216797151841571,1.30042552210124,-0.671609639321199,1.35187252689331,0.717402043503066,0,0,1,0,0,0,1,0,1,1
"0",4,2,4,2,1,1,2,5,4,1,3,2,2,1,2,1,2,2,3,3,3,4,5,3,5,4,6,3,5,3,3,2,1,2,1,2,3,3,4,1,2,3,3,3,3,3,2,3,3,3,7,1,5,3,4,4,4,1,2,1,1,2,1,2,1,3,1,2,5,5,5,4,6,4,3,3,3,3,4,4,1,1,1,2,3,1,2,2,2,1,2,1,2,5,1,2,4,1,2,1,1,3,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,4,1,1,1,1,1,1,-0.557113576166526,0.400027941266736,-0.0546150599494357,-0.0790260906700034,-0.167808371018167,0.716212446169624,-0.3125298898749,-0.115953102378589,0.592773588423324,-0.26878055049532,-0.791055240193526,-0.493032893746811,-0.172403531323291,-0.456891774231295,-0.0933757611309968,-0.146028784654854,-0.0832549769088377,-0.405553996054591,1.52007778349988,1.07441102320395,-0.25531413196828,-0.190281000699204,0.837051839611096,0.0357303319335651,2.2594462088771,-0.316912240962097,-0.14660415415006,-0.109940460032105,-0.97760048405487,-0.289163898892986,-0.838893552155865,0.046987160420321,-0.335577201357503,0.467558286778105,-0.0370439098489312,-0.17716902905791,0.333571530567058,-0.142017319080875,-0.330881397850119,-0.252944393963753,0.563429878547738,-0.224085909634621,-0.144216833217477,-0.223793684957703,-0.0188351512904572,-0.19915730755777,0.541535378568712,0.552725890641077,-0.291717414142099,-0.233637606907806,0.6780676876747,-0.652165351924645,0.872775734117879,0.84744247954506,0.17184915870986,0,1,0,0,0,1,0,0,1,1
"1",2,1,3,2,2,2,2,2,4,2,2,2,1,1,2,1,1,1,3,4,3,5,6,3,5,4,4,4,6,4,4,3,1,1,1,3,4,4,3,3,2,3,3,4,4,2,3,1,1,5,3,2,6,4,5,4,5,1,1,2,1,2,1,1,1,2,1,2,5,3,1,4,6,5,3,3,3,2,2,4,1,2,1,5,1,4,1,2,1,1,2,1,2,2,1,2,3,2,2,2,2,1,1,1,1,1,2,1,2,1,1,4,2,2,1,2,1,2,1,1,2,1,2,2,2,2,2,1,2,5,1,3,1,4,0.584404855555198,-0.261175267438613,-0.794612926716457,-0.099341281073608,0.627491965560824,-0.407461534320375,0.606675668580689,-0.115953102378589,0.0237018383889324,-0.325993464881604,0.811429392370947,0.419990983562098,-0.0429519744743267,-0.241376786386345,-0.0720359817912398,-0.0214414758460033,-0.4294104818839,1.06918780778028,-0.50669259449996,-0.0261380402572023,0.602884630950308,0.0309759768580101,-0.229256236326606,-0.434405614560713,-0.416716813481563,0.198392215886841,0.0149490571525334,-0.0352856133053844,-0.97760048405487,-0.289163898892986,-0.838893552155865,1.73717278705057,-0.335577201357503,-0.390346826576216,-0.426979802995574,0.2145378669357,0.471255751858316,-0.142017319080875,-0.330881397850119,0.550053682111654,-0.285428695535483,-0.224085909634621,-0.144216833217477,-0.223793684957703,-0.539622744574986,-0.305106134560175,-0.279205935923984,-0.73601323261532,-0.236507884051192,0.256452129101335,1.60060875934096,1.30042552210124,0.991574608997808,0.84744247954506,1.26295492829627,0,0,1,0,1,0,0,0,1,1
"0",2,1,2,2,1,1,1,2,2,1,3,2,2,1,2,1,1,1,2,3,3,4,2,2,3,3,5,3,4,3,3,2,1,1,1,1,2,2,3,2,1,2,2,2,1,2,2,1,1,5,5,2,5,3,1,5,5,1,2,2,1,2,1,2,1,2,1,1,4,4,3,3,5,3,3,3,2,2,3,4,1,2,3,3,4,4,1,1,1,2,2,2,2,2,1,2,5,1,2,1,1,1,1,1,1,1,2,2,1,1,1,4,2,1,1,1,2,1,1,1,2,2,2,2,1,1,1,4,2,2,1,1,3,1,-0.104640295106367,-0.261175267438613,0.283210053139856,1.03830938152801,0.150311763613429,-0.247561898482113,-0.3125298898749,-0.115953102378589,-0.296401021005413,1.10432939477548,-0.700100738678909,0.419990983562098,-0.106901410591994,0.189653189303557,-0.0578094622314018,-0.146028784654854,0.986218577026118,0.331816905862847,-0.50669259449996,-0.851549837853066,-0.684413513427574,0.215356791489022,-0.229256236326606,0.97600222492212,-0.416716813481563,-0.316912240962097,0.0580299134998917,-0.102474975359433,0.0811726033691769,-0.289163898892986,-0.219783919568511,-0.155835114775309,0.91192168844734,0.467558286778105,-0.0370439098489312,0.318993039200663,-0.767902239763012,-0.142017319080875,-0.330881397850119,1.35305175818706,-0.285428695535483,-0.224085909634621,-0.144216833217477,-0.223793684957703,-0.192431015718633,-0.262726603759213,-0.313403490694513,-0.73601323261532,0.185682640173387,-0.225187783873166,-0.244473383991558,0.519389172490885,-0.434011889561341,-0.16141761515144,-0.373703726083346,1,0,0,0,0,0,0,1,1,0
"1",2,2,2,2,1,2,1,3,4,2,2,1,2,1,2,1,1,1,2,3,3,4,2,2,3,3,5,3,3,1,3,2,1,1,1,3,3,2,3,3,2,1,3,3,3,2,2,1,1,5,5,2,6,4,5,4,5,1,1,2,2,2,2,2,1,2,1,1,4,4,3,4,5,5,4,4,3,2,2,4,1,2,3,2,5,2,1,2,2,1,2,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,4,2,1,1,2,1,1,1,2,2,2,2,2,1,1,2,4,5,3,4,3,1,3,-0.0964294799898585,-0.261175267438613,-0.56939618465693,-0.0383957098628066,0.786552032876622,-0.319732008712499,-0.3125298898749,-0.115953102378589,-0.118566099119665,2.36301351127371,-0.0661152246911212,0.419990983562098,-0.0267448279922923,-0.0258617985413941,2.05127206251458,-0.146028784654854,3.56372678255281,0.331816905862847,0.844487657499933,0.524136491473374,-0.25531413196828,0.399737606120034,-0.229256236326606,1.72821973931296,-0.416716813481563,0.713696672735779,0.467298048799796,-0.102474975359433,0.434096965843859,-0.289163898892986,0.399325713018843,0.723061411072422,0.662421910486371,-0.390346826576216,-0.426979802995574,1.31131717571781,0.471255751858316,-0.142017319080875,1.38798300656608,1.35305175818706,-0.285428695535483,-0.224085909634621,-0.144216833217477,-0.223793684957703,-0.36602688014681,-0.305106134560175,0.199559830863422,-0.879206468532697,-0.288469794724987,1.43942735395099,0.216797151841571,0.519389172490885,0.0807832349183517,-0.16141761515144,-0.373703726083346,1,0,0,0,0,1,0,0,1,1
"0",3,1,4,2,1,1,1,3,2,1,3,2,2,1,2,2,2,1,3,3,3,4,5,2,5,3,5,4,5,3,3,2,1,1,1,1,2,3,2,2,2,2,2,2,2,1,1,3,1,3,7,2,4,3,5,5,5,1,1,2,2,2,1,2,1,4,2,2,5,5,5,4,5,4,3,3,3,2,3,5,1,1,4,5,5,4,1,2,2,2,2,1,2,4,2,2,1,2,2,2,1,1,2,1,1,2,2,1,1,2,1,4,2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,4,1,1,1,1,1,1,0.256994120898448,0.400027941266736,-0.456787813627163,-0.729112183585216,0.150311763613429,-0.374385070060577,0.606675668580689,-0.115953102378589,0.770608510309071,0.646626079685213,-0.289314566323661,0.419990983562098,-0.202750464773643,0.620683164993458,-0.0649227220113208,-0.146028784654854,0.716926674956165,-0.405553996054591,-0.50669259449996,-0.30127530612249,0.173785249491014,0.252232954415224,-0.229256236326606,-0.0582968573652904,-0.0344078102874685,0.198392215886841,0.0364894853262125,-0.0352856133053844,0.434096965843859,-0.289163898892986,1.0184353456062,-0.42626481503615,-0.335577201357503,-0.390346826576216,-0.426979802995574,0.266765453068182,0.471255751858316,-0.142017319080875,-0.330881397850119,-0.252944393963753,-0.285428695535483,-0.224085909634621,-0.144216833217477,0.767174661718473,-0.36602688014681,0.224638000451849,-0.467292487161894,-0.0200470530284328,-0.298212652976323,-0.225187783873166,0.216797151841571,-0.261647177119468,0.00158398499839902,-0.16141761515144,0.717402043503066,0,0,1,0,0,1,0,0,1,1
